year,stage,home_team,away_team,home_score,away_score,outcome,winning_team,date
2014,Group C,Ivory Coast,Japan,2,1,H,Ivory Coast,2014-06-14
2014,Group D,Uruguay,Costa Rica,1,3,A,Costa Rica,2014-06-14
2014,Group F,Argentina,Bosnia and Herzegovina,2,1,H,Argentina,2014-06-15
2014,Group E,France,Honduras,3,0,H,France,2014-06-15
2014,Group E,Switzerland,Ecuador,2,1,H,Switzerland,2014-06-15
2014,Group G,Germany,Portugal,4,0,H,Germany,2014-06-16
2014,Group G,Ghana,United States,1,2,A,United States,2014-06-16
2014,Group F,Iran,Nigeria,0,0,D,Tied,2014-06-16
2014,Group H,Belgium,Algeria,2,1,H,Belgium,2014-06-17
2014,Group A,Brazil,Mexico,0,0,D,Tied,2014-06-17
2014,Group H,Russia,South Korea,1,1,D,Tied,2014-06-17
2014,Group B,Australia,Netherlands,2,3,A,Netherlands,2014-06-18
2014,Group A,Cameroon,Croatia,0,4,A,Croatia,2014-06-18
2014,Group B,Spain,Chile,0,2,A,Chile,2014-06-18
2014,Group C,Colombia,Ivory Coast,2,1,H,Colombia,2014-06-19
2014,Group C,Japan,Greece,0,0,D,Tied,2014-06-19
2014,Group D,Uruguay,England,2,1,H,Uruguay,2014-06-19
2014,Group E,Honduras,Ecuador,1,2,A,Ecuador,2014-06-20
2014,Group D,Italy,Costa Rica,0,1,A,Costa Rica,2014-06-20
2014,Group E,Switzerland,France,2,5,A,France,2014-06-20
2014,Group F,Argentina,Iran,1,0,H,Argentina,2014-06-21
2014,Group G,Germany,Ghana,2,2,D,Tied,2014-06-21
2014,Group F,Nigeria,Bosnia and Herzegovina,1,0,H,Nigeria,2014-06-21
2014,Group H,Belgium,Russia,1,0,H,Belgium,2014-06-22
2014,Group H,South Korea,Algeria,2,4,A,Algeria,2014-06-22
2014,Group G,United States,Portugal,2,2,D,Tied,2014-06-22
2014,Group B,Australia,Spain,0,3,A,Spain,2014-06-23
2014,Group A,Brazil,Cameroon,4,1,H,Brazil,2014-06-23
2014,Group A,Croatia,Mexico,1,3,A,Mexico,2014-06-23
2014,Group B,Netherlands,Chile,2,0,H,Netherlands,2014-06-23
2014,Group D,Costa Rica,England,0,0,D,Tied,2014-06-24
2014,Group C,Greece,Ivory Coast,2,1,H,Greece,2014-06-24
2014,Group D,Italy,Uruguay,0,1,A,Uruguay,2014-06-24
2014,Group C,Japan,Colombia,1,4,A,Colombia,2014-06-24
2014,Group F,Bosnia and Herzegovina,Iran,3,1,H,Bosnia and Herzegovina,2014-06-25
2014,Group E,Ecuador,France,0,0,D,Tied,2014-06-25
2014,Group E,Honduras,Switzerland,0,3,A,Switzerland,2014-06-25
2014,Group F,Nigeria,Argentina,2,3,A,Argentina,2014-06-25
2014,Group H,Algeria,Russia,1,1,D,Tied,2014-06-26
2014,Group H,South Korea,Belgium,0,1,A,Belgium,2014-06-26
2014,Group G,Portugal,Ghana,2,1,H,Portugal,2014-06-26
2014,Group G,United States,Germany,0,1,A,Germany,2014-06-26
2014,Round of 16,Brazil,Chile,1,1,H,Brazil,2014-06-28
2014,Round of 16,Colombia,Uruguay,2,0,H,Colombia,2014-06-28
2014,Round of 16,Costa Rica,Greece,1,1,H,Costa Rica,2014-06-29
2014,Round of 16,Netherlands,Mexico,2,1,H,Netherlands,2014-06-29
2014,Round of 16,France,Nigeria,2,0,H,France,2014-06-30
2014,Round of 16,Germany,Algeria,2,1,H,Germany,2014-06-30
2014,Round of 16,Argentina,Switzerland,1,0,H,Argentina,2014-07-01
2014,Round of 16,Belgium,United States,2,1,H,Belgium,2014-07-01
2014,Quarterfinals,Brazil,Colombia,2,1,H,Brazil,2014-07-04
2014,Quarterfinals,France,Germany,0,1,A,Germany,2014-07-04
2014,Quarterfinals,Argentina,Belgium,1,0,H,Argentina,2014-07-05
2014,Quarterfinals,Netherlands,Costa Rica,0,0,H,Netherlands,2014-07-05
2014,Semifinals,Brazil,Germany,1,7,A,Germany,2014-07-08
2014,Semifinals,Netherlands,Argentina,0,0,A,Argentina,2014-07-09
2014,Third place,Brazil,Netherlands,0,3,A,Netherlands,2014-07-12
2014,Final,Germany,Argentina,1,0,H,Germany,2014-07-13
2018,Group A,Russia,Saudi Arabia,5,0,H,Russia,2018-06-14
2018,Group A,Egypt,Uruguay,0,1,A,Uruguay,2018-06-15
2018,Group B,Morocco,Iran,0,1,A,Iran,2018-06-15
2018,Group B,Portugal,Spain,3,3,D,Tied,2018-06-15
2018,Group C,France,Australia,2,1,H,France,2018-06-16
2018,Group D,Argentina,Iceland,1,1,D,Tied,2018-06-16
2018,Group C,Peru,Denmark,0,1,A,Denmark,2018-06-16
2018,Group D,Croatia,Nigeria,2,0,H,Croatia,2018-06-16
2018,Group E,Costa Rica,Serbia,0,1,A,Serbia,2018-06-17
2018,Group F,Germany,Mexico,0,1,A,Mexico,2018-06-17
2018,Group E,Brazil,Switzerland,1,1,D,Tied,2018-06-17
2018,Group F,Sweden,South Korea,1,0,H,Sweden,2018-06-18
2018,Group G,Belgium,Panama,3,0,H,Belgium,2018-06-18
2018,Group G,Tunisia,England,1,2,A,England,2018-06-18
2018,Group H,Colombia,Japan,1,2,A,Japan,2018-06-19
2018,Group H,Poland,Senegal,1,2,A,Senegal,2018-06-19
2018,Group A,Russia,Egypt,3,1,H,Russia,2018-06-19
2018,Group B,Portugal,Morocco,1,0,H,Portugal,2018-06-20
2018,Group A,Uruguay,Saudi Arabia,1,0,H,Uruguay,2018-06-20
2018,Group B,Iran,Spain,0,1,A,Spain,2018-06-20
2018,Group C,Denmark,Australia,1,1,D,Tied,2018-06-21
2018,Group C,France,Peru,1,0,H,France,2018-06-21
2018,Group D,Argentina,Croatia,0,3,A,Croatia,2018-06-21
2018,Group E,Brazil,Costa Rica,2,0,H,Brazil,2018-06-22
2018,Group D,Nigeria,Iceland,2,0,H,Nigeria,2018-06-22
2018,Group E,Serbia,Switzerland,1,2,A,Switzerland,2018-06-22
2018,Group G,Belgium,Tunisia,5,2,H,Belgium,2018-06-23
2018,Group F,South Korea,Mexico,1,2,A,Mexico,2018-06-23
2018,Group F,Germany,Sweden,2,1,H,Germany,2018-06-23
2018,Group G,England,Panama,6,1,H,England,2018-06-24
2018,Group H,Japan,Senegal,2,2,D,Tied,2018-06-24
2018,Group H,Poland,Colombia,0,3,A,Colombia,2018-06-24
2018,Group A,Russia,Uruguay,0,3,A,Uruguay,2018-06-25
2018,Group A,Saudi Arabia,Egypt,2,1,H,Saudi Arabia,2018-06-25
2018,Group B,Spain,Morocco,2,2,D,Tied,2018-06-25
2018,Group B,Iran,Portugal,1,1,D,Tied,2018-06-25
2018,Group C,Australia,Peru,0,2,A,Peru,2018-06-26
2018,Group C,Denmark,France,0,0,D,Tied,2018-06-26
2018,Group D,Nigeria,Argentina,1,2,A,Argentina,2018-06-26
2018,Group D ,Iceland,Croatia,1,2,A,Croatia,2018-06-26
2018,Group F,South Korea,Germany,2,0,H,South Korea,2018-06-27
2018,Group F,Mexico,Sweden,0,3,A,Sweden,2018-06-27
2018,Group E,Serbia,Brazil,0,2,A,Brazil,2018-06-27
2018,Group E,Switzerland,Costa Rica,2,2,D,Tied,2018-06-27
2018,Group H,Japan,Poland,0,1,A,Poland,2018-06-28
2018,Group H,Senegal,Colombia,0,1,A,Colombia,2018-06-28
2018,Group G,Panama,Tunisia,1,2,A,Tunisia,2018-06-28
2018,Group G,England,Belgium,0,1,A,Belgium,2018-06-28
2018,Round of 16,France,Argentina,4,3,H,France,2018-06-30
2018,Round of 16,Uruguay,Portugal,2,1,H,Uruguay,2018-06-30
2018,Round of 16,Russia,Spain,1,1,H,Russia,2018-07-01
2018,Round of 16,Croatia,Denmark,1,1,H,Croatia,2018-07-01
2018,Round of 16,Brazil,Mexico,2,0,H,Brazil,2018-07-02
2018,Round of 16,Belgium,Japan,3,2,H,Belgium,2018-07-02
2018,Round of 16,Sweden,Switzerland,1,0,H,Sweden,2018-07-03
2018,Round of 16,Colombia,England,1,1,A,England,2018-07-03
2018,Quarterfinals,Uruguay,France,0,2,A,France,2018-07-06
2018,Quarterfinals,Brazil,Belgium,1,2,A,Belgium,2018-07-06
2018,Quarterfinals,Sweden,England,0,2,A,England,2018-07-07
2018,Quarterfinals,Russia,Croatia,2,2,A,Croatia,2018-07-07
2018,Semifinals,France,Belgium,1,0,H,France,2018-07-10
2018,Semifinals,Croatia,England,2,1,H,Croatia,2018-07-11
2018,Third place,Belgium,England,2,0,H,Belgium,2018-07-14
2018,Final,France,Croatia,4,2,H,France,2018-07-15
